"A LOPA tem como finalidade principal:","Definir inventário de peças sobressalentes","Avaliar se as camadas de proteção reduzem o risco a nível tolerável e definir RRF requerido","Calcular custo de manutenção","Substituir todos os estudos qualitativos","B"
"O que são modificadores de frequência?","Itens contábeis do CAPEX","Fatores que aumentam sempre a probabilidade de ignição","Fatores que ajustam a frequência conforme condições (ex.: presença de pessoas, probabilidade de ignição)","Somente barreiras instrumentadas","C"
"Condições habilitadoras são:","Exclusivamente erros humanos","Itens de manutenção corretiva","Falhas simples que sempre causam o evento","Condições que, combinadas, não causam diretamente, mas sem as quais o cenário não ocorre","D"
"O princípio ALARP significa manter o risco:","Apenas aceitável pela gerência","Tão baixo quanto razoavelmente praticável","Zero, independentemente do custo","Ao menor custo possível","B"
"Segundo as diretrizes internas, atividades com cenários NT (Não Toleráveis) IV ou V sem contingenciamento suficiente devem:","Seguir normalmente com EPIs adicionais","Aguardar autorização verbal","Ser interrompidas imediatamente","Continuar até a próxima parada geral","C"
"O fluxo de decisão para risco inicial NT prevê comunicação imediata de informações ao:","Apenas ao comitê de auditoria","Apenas ao técnico de turno","Somente ao emissor da PT","Gerente setorial e, em seguida, ao gerente responsável pela decisão","D"
"Estudos quantitativos de risco devem ser usados quando:","Como complemento, p.ex., para melhor entendimento de consequências ou por exigência regulatória","Não há qualquer incerteza","Sempre, substituindo os estudos qualitativos","Apenas em projetos sem substâncias perigosas","A"
"Quais são exemplos de estudos de consequência citados?","Análise de custo e estoque","Propagação de incêndio, dispersão de gases e explosão","Pesquisa de clima organizacional","Vibração de equipamentos rotativos apenas","B"
"Qual dos sistemas é tipicamente considerado Crítico de Segurança Operacional?","Rede de dados corporativa","Sistema de ar-condicionado do escritório","Sistema de combate a incêndio","Gestão de viagens","C"
"Qual NÃO é um princípio de projeto inerentemente mais seguro?","Minimização","Moderação","Complicação deliberada","Substituição","C"
"Sobre H2S, assinale a correta:","Mais leve que o ar e inodoro acima de 100 ppm","Limite de inflamabilidade 0,1% a 1%","Não inflamável e IPVS 10.000 ppm","Mais pesado que o ar; pode tornar-se inodoro acima de ~100 ppm; IPVS ≈ 100 ppm","D"
"Sobre NH3 (amônia), assinale a correta:","Mais leve que o ar, corrosiva, inflamável; LII~15% e LSI~28%; IPVS ≈ 300 ppm","IPVS ≈ 3 ppm","Mais pesada que o ar e IPVS 30 ppm","Não corrosiva e não inflamável","A"
"A diferença entre deflagração e detonação é que:","Ambas são supersônicas","Deflagração sempre requer confinamento extremo e detonação não","Deflagração é subsônica e detonação é supersônica","Deflagração é explosão de poeira e detonação é de gás","C"
"Qual fator pode influenciar a velocidade da onda de choque de uma explosão?","Design do logotipo","Formato do crachá","Confinamento, temperatura/pressão e geometria com obstáculos","Cor do equipamento","C"
"Associe corretamente norma e escopo:","Res. ANP 02/2010 – SGIP","Res. ANP 41/2015 – RTDT","Res. ANP 05/2014 – SGSO para Refinarias","Res. ANP 06/2011 – SGSO Refinarias","C"
"Sobre acidentes no Brasil, assinale a correta:","P-36 com 2 mortos; REPAR sem vazamento","P-36 (2001) teve 11 mortos; REPAR (2000) vazou ~4.000 m³ no Rio Iguaçu","REPAR ocorreu em 2019","P-36 sem fatalidades; REPAR vazou 40 m³","B"
"Na hierarquia de indicadores de Segurança de Processo (API RP 754), TIER 1 representa:","Apenas desvios administrativos","Apenas quase acidentes","Eventos de maiores consequências (LOPC significativos)","Eventos menores sem liberação","C"
"Qual item NÃO pertence às 10 Regras de Ouro da Petrobras?","Atenção às Mudanças","Isolamento de Energias","Aumento de produção a qualquer custo","Permissão para Trabalho","C"
"A regra 'Posicionamento Seguro' orienta a:","Desconsiderar sinalizações temporárias","Acessar áreas isoladas quando necessário para atalhos","Substituir EPIs por EPCs","Nunca se posicionar sob carga suspensa e manter-se em locais protegidos","D"
"Os Fundamentos de Segurança de Processo (FSP) visam principalmente:","Aumentar a burocracia sem foco em risco","Tratar apenas de ergonomia","Estabelecer expectativas para tarefas críticas, reforçando boas práticas operacionais","Substituir todas as normas da ANP","C"
"No modelo de camadas de proteção, uma válvula de alívio atua como:","Indicador corporativo","Elemento administrativo","Barreira mitigadora","Barreira preventiva","C"
"O PE-1PBR-01025 trata de:","Gestão dinâmica de barreiras (Bowtie e desempenho de barreiras)","Gerenciamento de contratos","SGI de TI","Plano de marketing","A"
"Classifique o cenário: vazamento de GLP com formação de nuvem e ignição atrasada.","Apenas ambiental, sem relação com processo","Segurança ocupacional típica","Segurança de processo (UVCE)","Somente ergonomia","C"
"'Atenção às Mudanças' determina que mudanças em pessoas, instalações, materiais ou procedimentos:","Devem ser analisadas e autorizadas antes de implementadas","Não se aplicam a contratados","Podem ser realizadas sem análise se forem pequenas","Devem ser tratadas apenas após ocorrência de incidente","A"
