"Em uma bomba centrífuga, a carcaça tipo voluta tem a função principal de:","Direcionar o líquido do rotor para o bocal de descarga, convertendo energia cinética em pressão.","Aumentar a velocidade do líquido.","Suportar o rotor.","Lubrificar os mancais.","A"
"A carcaça partida axialmente também é conhecida como:","Carcaça bipartida horizontalmente.","Carcaça concêntrica.","Carcaça radial.","Carcaça segmentada.","A"
"Qual a vantagem da carcaça dupla voluta em relação à voluta simples?","Maior simplicidade construtiva.","Redução do empuxo radial sobre o eixo.","Aumento da vazão.","Melhor vedação.","B"
"Em bombas multiestágio, os diafragmas têm a função de:","Separar os estágios e converter parcialmente a energia cinética em pressão.","Proteger o eixo contra desgaste.","Equilibrar o empuxo axial.","Lubrificar os mancais.","A"
"Qual o principal efeito do desgaste excessivo dos anéis de desgaste?","Aumento da vazão.","Redução da pressão de descarga.","Aumento da recirculação interna e queda no rendimento hidráulico.","Eliminação do empuxo axial.","C"
"A velocidade específica (nq) de uma bomba centrífuga está relacionada com:","A rotação do motor.","A geometria do rotor e o tipo de fluxo.","A potência do acionador.","A temperatura do fluido.","B"
"Qual tipo de rotor é caracterizado por possuir disco apenas em um lado das pás?","Rotor aberto.","Rotor semiaberto.","Rotor fechado.","Rotor de dupla sucção.","B"
"O que significa BEP (Best Efficiency Point) em uma bomba centrífuga?","Ponto de máxima vazão.","Ponto de mínima potência.","Ponto de operação com máxima eficiência.","Ponto de pressão máxima.","C"
"Operar uma bomba centrífuga próximo ao BEP contribui para:","Aumentar a força radial.","Reduzir a deflexão do eixo e a vibração.","Aumentar a recirculação.","Elevar a temperatura do fluido.","B"
"O índice de esbeltez de um eixo é dado pela relação:","L / D.","L² / D³.","L³ / D⁴.","D⁴ / L³.","C"
"Um eixo com alto índice de esbeltez tende a apresentar:","Maior rigidez.","Menor deflexão.","Maior susceptibilidade à flexão e vibração.","Menor velocidade crítica.","C"
"O que é velocidade crítica em um eixo de bomba?","A rotação máxima que o motor pode atingir.","A rotação em que ocorre ressonância com a frequência natural do eixo.","A rotação mínima para início do bombeamento.","A rotação de projeto da bomba.","B"
"Em bombas centrífugas, a utilização de eixo flexível significa que:","O eixo opera abaixo da primeira velocidade crítica.","O eixo opera acima da primeira velocidade crítica.","O eixo é mais rígido que o normal.","O eixo não apresenta deflexão.","B"
"Qual a função dos mancais em uma bomba centrífuga?","Transmitir torque ao rotor.","Manter o alinhamento do conjunto rotativo e suportar cargas axiais e radiais.","Vedar a passagem de fluido.","Proteger o eixo contra corrosão.","B"
"Os mancais de rolamento são mais comuns em bombas, porém os mancais de deslizamento são preferíveis em:","Bombas de pequeno porte e baixa rotação.","Serviços severos, altas rotações e grandes diâmetros de eixo.","Aplicações com fluidos limpos.","Bombas verticais.","B"
"A luva do eixo (shaft sleeve) tem como principal função:","Aumentar a rigidez do eixo.","Proteger o eixo contra desgaste, especialmente na região da caixa de selagem.","Equilibrar o empuxo axial.","Lubrificar os mancais.","B"
"Os acoplamentos flexíveis são utilizados para:","Transmitir torque sem permitir desalinhamento.","Absorver pequenos desalinhamentos entre os eixos.","Conectar eixos de forma rígida.","Aumentar a velocidade de rotação.","B"
"Em uma bomba centrífuga, a seção hidráulica é composta por:","Eixo, mancais e acoplamentos.","Rotor, carcaça, anéis de desgaste e diafragmas.","Vedações, luvas e selos mecânicos.","Sistema de lubrificação e resfriamento.","B"
"Qual a consequência da força radial excessiva no eixo de uma bomba?","Aumento da vazão.","Redução da pressão.","Flexão do eixo e vibração.","Melhora da eficiência.","C"
"O rotor tipo Francis-Vane é caracterizado por:","Pás retas e paralelas ao eixo.","Pás com dupla curvatura.","Fluxo exclusivamente axial.","Ausência de paredes laterais.","B"
"Para reduzir o empuxo axial, uma técnica utilizada em rotores é:","Aumentar o diâmetro do eixo.","Instalar palhetas nas costas do rotor.","Utilizar carcaça concêntrica.","Reduzir a folga dos anéis de desgaste.","B"
"Em uma bomba de fluxo misto, a direção do fluido na saída do rotor é:","Radial.","Axial.","Diagonal (angular).","Paralela ao eixo.","C"
"Qual tipo de carcaça é comumente utilizado em bombas multiestágio para orientar o fluxo entre rotores?","Carcaça voluta.","Carcaça concêntrica.","Carcaça difusora.","Carcaça partida radialmente.","C"
"A principal diferença entre um rotor de simples sucção e um de dupla sucção é:","O número de pás.","A direção do fluxo.","A entrada de fluido em um ou ambos os lados do rotor.","O tipo de parede.","C"
"A deflexão excessiva do eixo pode ser causada por:","Operação no BEP.","Força radial elevada, muitas vezes devido à operação fora da faixa recomendada.","Uso de mancais de rolamento.","Lubrificação adequada.","B"
"Qual dos seguintes componentes NÃO faz parte da seção mecânica de uma bomba centrífuga?","Eixo.","Mancais.","Acoplamentos.","Anéis de desgaste.","D"
"Em uma bomba centrífuga, a função do difusor é:","Aumentar a velocidade do fluido.","Transformar energia cinética em pressão e guiar o fluido.","Proteger o eixo.","Equilibrar o empuxo radial.","B"
