"No manuseio do micrômetro, a pressão correta é garantida por:","Uso de força manual forte","Giro direto do tambor","A catraca, até ouvir ao menos três estalos","Apertos sucessivos no arco","C"
"A norma utilizada para calibração do micrômetro é:","ISO 463","ABNT NBR NM ISO 3611:1997","NBR 10582","ISO/IEC 17025","B"
"A calibração do micrômetro deve verificar:","Apenas o zero","Apenas o paralelismo","Pelo menos 11 pontos incluindo capacidade, flexão e erro de leitura","Somente a leitura centesimal","C"
"A conservação do relógio comparador exige:","Choques leves para testar engrenagens","Guardar fora do estojo","Evitar sujeira e lubrificar internamente","Deixar a ponta de contato pressionada","C"
"Errar é inevitável na medição porque:","Os instrumentos são sempre imprecisos","É impossível eliminar todas as fontes de erro","O operador nunca sabe medir","As grandezas não possuem valores reais","B"
"Para reduzir erros de medição, uma das ações recomendadas é:","Aumentar a força aplicada no instrumento","Calibrações regulares dos instrumentos","Medir sempre ao ar livre","Usar qualquer procedimento disponível","B"
"O resultado de uma medição (RM) é:","Um valor único exato","Sempre maior que o valor verdadeiro","Uma faixa de valores que contém o valor verdadeiro","Um número aleatório","C"
"A expressão RM = RB ± IM significa:","Resultado-base mais erro econômico","Resultado-base com incerteza associada","Resultado máximo permitido","Regra de medição fixa","B"
"A incerteza de medição representa:","Erro grosseiro do operador","Uma margem de dúvida associada ao processo de medição","Valor absoluto do instrumento","A estabilidade térmica do ambiente","B"
"Erro de medição é definido como:","Valor verdadeiro menos indicação","Indicação menos valor verdadeiro","Variação entre instrumentos","Diferença entre operadores","B"
"Erro e incerteza são:","Sinônimos","Independentes, mas sempre iguais","Conceitos diferentes","A mesma coisa em ambientes controlados","C"
"A ISO/IEC 17025 define requisitos para:","Manutenção de motores","Laboratórios de ensaio e calibração","Produção seriada","Auditoria fiscal","B"
"Calibração consiste em:","Ajustar o instrumento até zerar","Comparar a indicação de um instrumento com padrões rastreáveis","Substituir peças desgastadas","Aumentar a resolução do equipamento","B"
"No Brasil, a calibração é regulamentada por:","ABNT","RBC coordenada pelo Inmetro","Ministério da Educação","Ministério da Defesa","B"
"O método de substituição consiste em:","Comparar grandezas diferentes","Comparar alternadamente o objeto e o padrão sob mesmas condições","Zerar o instrumento","Usar apenas sensores eletrônicos","B"
"Um exemplo de método diferencial é:","Calibração de massas padrão","Medição de temperatura","Calibração de blocos-padrão por diferença algébrica","Medição de torque","C"
"O método do zero é caracterizado por:","Aplicar grande força até zerar o instrumento","Anular o efeito da grandeza medida para alcançar equilíbrio","Comparações sucessivas","Utilizar apenas instrumentos digitais","B"
"Procedimento de medição é:","Manual opcional de operação","Conjunto padronizado e documentado de operações de medição","Ordem aleatória de medições","Instrução verbal do supervisor","B"
"Confiabilidade metrológica tem como objetivo:","Comprovar lucro da empresa","Garantir a confiabilidade das medições","Substituir instrumentos antigos","Reduzir custos operacionais","B"
"Rastreabilidade metrológica garante que:","Os instrumentos nunca erram","Os resultados podem ser reproduzidos e remontam a padrões reconhecidos","O operador não precisa ser treinado","A medição dispensa calibração","B"
"O padrão de medição segundo o VIM é:","Um valor escolhido pelo operador","Um valor de referência com incerteza associada","Um valor fixo sem incertezas","A média das últimas medições","B"
"Os padrões internacionais são mantidos por:","Inmetro","ISO","BIPM","Universidades","C"
"O órgão responsável pelos padrões nacionais no Brasil é:","INMETRO","ANP","ABNT","ISO","A"
"A avaliação da conformidade verifica:","Se o produto é bonito","Se um produto, processo ou serviço atende requisitos técnicos","Se o operador entende o processo","A durabilidade estética do item","B"
