"O indicador de funções críticas é visto no padrão:","PP‑2REF‑00002","PE‑2REF‑00086","PE‑2REF‑00123","PP‑1PBR‑00150","b"
"Antes de planejar uma intervenção corretiva, deve‑se:","Comprar sobressalentes","Confirmar a falha por campo e monitoramento","Emitir PT","Programar parada","b"
"A segurança da intervenção é garantida pelos instrumentos:","SAP, SCM e Power BI","PT, AR e LIBRA","RC e PVM","TPM e RCM","b"
"A Permissão para Trabalho está associada ao padrão:","PE‑2REF‑00178","PE‑2RGN‑00094","PE‑2REF‑00280","PP‑2REF‑00003","b"
"A intervenção em equipamentos dinâmicos exige obrigatoriamente:","Apenas ferramenta adequada","Documentação técnica completa","Equipamento reserva","Contrato externo","b"
"A metodologia usada para análise de falhas repetitivas é:","Árvore de falhas","FMEA","5 Porquês","HAZOP","c"
"Para falhas críticas e inesperadas utiliza‑se:","5 Porquês","Manutenção preventiva","Árvore de Falhas","TPM","c"
"Grandes máquinas críticas devem ter manutenção em:","Rotina","Emergência","Paradas programadas","Manutenção corretiva","c"
"O escopo de manutenção de grandes máquinas deve ser definido:","Após a parada","6 meses antes","1 ano antes","2 anos antes","d"
"Gestão de ativos segue como referência a norma:","ISO 9001","ISO 14001","ISO 55000","ISO 31000","c"
"O objetivo da gestão de sobressalentes é garantir:","Redução de estoque","Disponibilidade e qualidade","Apenas redução de custo","Somente velocidade de compra","b"
"O sistema corporativo principal para cadastro é:","Klassmatt","SCM","SAP","Power BI","c"
"A falta de sobressalentes impacta diretamente:","Somente custo","Apenas confiabilidade","Disponibilidade, qualidade e SMS","Apenas manutenção preventiva","c"
"O fluxo de suprimento inclui:","RC, PT, LIBRA","RC, Pedido de Compra, PVM, Petronect","PTM, AR, SAP","NORTEC, COMOS","b"
"Compras na Petrobras seguem a lei:","8.666","9.784","13.303","14.133","c"
"Compras urgentes e de baixo valor podem usar:","Processo normal","Compra regionalizada","Cartão corporativo","Inexigibilidade técnica","c"
"ARIBA é utilizado principalmente para:","Monitorar equipamentos","Compras e pedidos","Documentação técnica","Gestão de manutenção","b"
"O Petronect é utilizado para:","Monitoramento de condição","Gestão de ativos","Processos de compra e licitação","Controle de falhas","c"
"Sobressalentes mal especificados impactam:","Apenas tempo de compra","Apenas custo","Confiabilidade e TMEF","Apenas estoque","c"
"Confiabilidade aplicada desde o projeto busca:","Redução de inspeção","Redução do custo de compra","Evitar falhas ao longo do ciclo de vida","Facilidade de substituição","c"
"Manutenção 4.0 integra:","Prescritiva e corretiva","IA, dados, conhecimento e confiabilidade","Apenas sensores","Apenas automação","b"
"A gestão do conhecimento é importante porque:","Reduz estoque","Substitui normas","Mantém desempenho ao longo do tempo","Elimina planejamento","c"
"Indicadores de manutenção são usados para:","Justificar falhas","Monitorar desempenho e efetividade","Controlar operadores","Aprovar compras","b"
"O foco final da manutenção estratégica é:","Aumentar falhas","Reduzir equipe","Confiabilidade, segurança e sustentabilidade","Apenas reduzir custos","c"
