"Qual a principal fonte de geração de calor que os sistemas de resfriamento precisam dissipar?","Atrito nos mancais e no sistema de selagem","Atrito do fluido com a tubulação","Perdas elétricas do motor","Radiação solar","A"
"Em que situação o Plano de Selagem com injeção de fluido externo (tipo API 32) é utilizado?","Quando o fluido bombeado é limpo","Para vedar gases","Quando o fluido bombeado é sujo ou inadequado para lubrificar o selo","Em bombas submersas","C"
"Qual a consequência da operação da bomba fora do Best Efficiency Point (BEP)?","Aumento da eficiência","Redução da vibração","Força radial excessiva no rotor e deflexão do eixo","Menor consumo de energia","C"
"Qual a função do fluido de barreira em um selo mecânico duplo?","Lubrificar o mancal","Refrigerar a carcaça","Vedar e lubrificar as faces do selo, além de isolar o fluido de processo","Aumentar a pressão de sucção","C"
"Qual tipo de desgaste é causado pela presença de partículas sólidas abrasivas no fluido de selagem?","Desgaste por fadiga","Erosão das faces de vedação","Corrosão galvânica","Deformação plástica","B"
"O que acontece com a película lubrificante das faces do selo quando há geração excessiva de calor?","Aumenta de espessura","Torna-se mais viscosa","Evapora, causando contato metal-metal","Solidifica","C"
"Qual a principal diferença entre os planos de selagem API 52 (reservatório não pressurizado) e API 53 (reservatório pressurizado) para selos duplos?","O tipo de bomba utilizada","A pressão do fluido de barreira em relação ao processo","O material do selo","A temperatura de operação","B"
"Por que os elastômeros como Viton ou Kalrez são utilizados em vedações secundárias de selos mecânicos?","Por sua baixa resistência química","Por sua alta flexibilidade e resistência a altas temperaturas e produtos químicos","Por serem mais baratos","Por conduzirem eletricidade","B"
"Qual o efeito de um eixo com alto índice de esbeltez na operação da bomba?","Maior rigidez","Menor vibração","Maior suscetibilidade à flexão e vibração","Aumento da vida útil dos mancais","C"
"Qual a principal causa de falha em selos mecânicos, segundo estatísticas mencionadas?","Problemas de projeto do selo","Problemas no sistema auxiliar","Problemas no equipamento","Problemas operacionais","D"
"O que significa 'escorvar' a bomba antes da partida?","Aumentar a rotação do motor","Lubrificar os mancais","Eliminar o ar da carcaça e da tubulação de sucção","Ajustar a gaxeta","C"
